RSSI1,RSSI2,RSSI3,RSSI4,X,Y
42,55,71,65,1,1
42,56,65,65,1,1
41,55,65,69,1,1
42,55,71,68,1,1
42,56,65,69,1,1
42,53,65,65,1,1
43,56,60,69,1,1
42,56,71,64,1,1
41,56,65,68,1,1
42,56,67,69,1,1
42,53,71,69,1,1
42,53,65,69,1,1
41,55,69,70,1,1
41,55,65,69,1,1
41,56,59,65,1,1
42,55,62,64,1,1
42,56,60,69,1,1
43,56,64,65,1,1
42,56,61,69,1,1
42,55,61,70,1,1
42,53,70,69,1,1
43,56,61,69,1,1
42,55,61,69,1,1
43,55,65,69,1,1
42,56,60,65,1,1
42,55,70,69,1,1
42,55,64,69,1,1
42,53,71,69,1,1
43,56,61,69,1,1
42,53,62,67,1,1
43,55,60,65,1,1
42,53,61,65,1,1
41,55,61,65,1,1
43,56,65,65,1,1
43,53,61,65,1,1
42,55,71,65,1,1
43,53,69,69,1,1
42,53,70,69,1,1
41,55,61,69,1,1
43,55,60,65,1,1
42,56,61,69,1,1
42,56,65,65,1,1
41,53,70,65,1,1
42,53,65,65,1,1
41,56,70,69,1,1
42,55,70,69,1,1
42,56,61,69,1,1
42,55,61,65,1,1
42,53,61,65,1,1
41,55,71,69,1,1
43,58,65,65,1,1
43,57,70,69,1,1
42,56,65,68,1,1
41,53,70,69,1,1
42,55,65,68,1,1
43,55,61,69,1,1
41,55,61,68,1,1
42,53,61,68,1,1
42,56,65,68,1,1
43,56,65,64,1,1
43,56,62,65,1,1
42,53,60,69,1,1
43,53,60,65,1,1
41,53,69,68,1,1
41,56,64,68,1,1
41,56,70,65,1,1
42,53,65,69,1,1
43,55,60,65,1,1
42,56,60,66,1,1
42,56,65,69,1,1
42,53,71,69,1,1
42,56,60,64,1,1
42,55,64,69,1,1
42,55,61,69,1,1
42,53,64,69,1,1
42,53,60,69,1,1
41,53,65,69,1,1
42,56,71,64,1,1
43,55,71,69,1,1
42,55,65,65,1,1
41,55,64,69,1,1
42,55,72,63,1,1
41,56,60,69,1,1
42,55,60,69,1,1
42,53,64,64,1,1
43,56,61,70,1,1
43,55,59,69,1,1
42,56,64,64,1,1
42,56,71,64,1,1
43,54,71,64,1,1
42,55,71,64,1,1
41,55,71,69,1,1
42,55,64,70,1,1
41,53,60,64,1,1
43,53,71,69,1,1
42,56,71,69,1,1
42,55,60,69,1,1
42,53,60,69,1,1
42,56,60,69,1,1
43,56,71,69,1,1
42,56,70,65,1,1
42,53,70,64,1,1
42,56,60,64,1,1
42,53,71,69,1,1
43,53,64,64,1,1
42,56,60,64,1,1
42,55,60,64,1,1
42,53,61,69,1,1
42,55,64,70,1,1
43,53,65,69,1,1
43,53,60,69,1,1
43,57,72,65,1,1
43,56,60,65,1,1
41,56,65,69,1,1
43,53,71,69,1,1
42,56,65,64,1,1
41,56,64,69,1,1
42,53,64,69,1,1
42,55,64,69,1,1
43,53,70,64,1,1
41,53,60,64,1,1
41,53,70,64,1,1
42,53,60,65,1,1
43,56,60,65,1,1
42,55,71,65,1,1
42,53,64,71,1,1
42,55,59,71,1,1
42,53,60,64,1,1
42,55,60,65,1,1
42,56,64,65,1,1
43,55,60,69,1,1
42,53,60,69,1,1
43,56,64,71,1,1
43,54,65,69,1,1
42,53,71,71,1,1
41,56,64,64,1,1
42,56,71,70,1,1
43,53,69,65,1,1
41,53,69,66,1,1
42,55,69,68,1,1
41,53,65,64,1,1
43,56,63,72,1,1
42,56,71,71,1,1
42,56,60,69,1,1
43,56,70,69,1,1
42,53,61,69,1,1
41,60,74,63,2,1
45,62,60,63,2,1
44,59,61,63,2,1
44,61,69,64,2,1
44,59,73,68,2,1
41,59,73,64,2,1
45,62,60,63,2,1
41,60,73,68,2,1
41,58,73,63,2,1
44,61,68,64,2,1
44,61,60,68,2,1
45,60,69,67,2,1
44,61,60,68,2,1
45,61,72,68,2,1
45,61,60,63,2,1
45,59,73,63,2,1
41,60,68,63,2,1
44,59,60,63,2,1
44,61,60,63,2,1
44,59,60,68,2,1
41,58,72,64,2,1
41,61,68,68,2,1
41,59,60,64,2,1
45,58,60,68,2,1
41,61,72,63,2,1
41,58,68,63,2,1
44,60,60,64,2,1
45,60,68,64,2,1
45,58,72,69,2,1
45,58,68,68,2,1
41,61,68,68,2,1
44,61,68,68,2,1
44,60,60,63,2,1
44,61,60,69,2,1
41,58,68,68,2,1
44,60,72,69,2,1
45,59,68,64,2,1
45,61,60,63,2,1
44,60,68,68,2,1
44,60,68,63,2,1
45,58,60,63,2,1
45,58,74,63,2,1
45,61,60,63,2,1
45,58,68,64,2,1
45,58,68,63,2,1
41,61,69,63,2,1
41,61,71,63,2,1
41,58,72,68,2,1
45,62,60,67,2,1
41,57,73,63,2,1
45,59,68,63,2,1
44,58,60,69,2,1
45,58,60,68,2,1
44,58,60,63,2,1
41,60,69,68,2,1
44,59,68,64,2,1
41,59,71,63,2,1
45,59,60,63,2,1
41,59,60,69,2,1
45,60,73,63,2,1
45,59,60,68,2,1
45,61,72,63,2,1
45,58,69,63,2,1
41,61,68,63,2,1
45,60,72,67,2,1
44,62,68,68,2,1
44,60,60,68,2,1
41,62,71,63,2,1
44,62,60,64,2,1
41,59,69,63,2,1
41,59,69,63,2,1
44,60,68,63,2,1
41,62,69,68,2,1
41,58,69,63,2,1
45,62,73,68,2,1
41,60,69,63,2,1
45,58,60,63,2,1
41,60,60,63,2,1
41,61,69,64,2,1
45,58,60,63,2,1
44,59,60,64,2,1
45,59,60,67,2,1
41,61,69,64,2,1
44,61,73,67,2,1
44,59,72,64,2,1
41,61,69,64,2,1
44,61,60,63,2,1
44,60,60,63,2,1
44,61,60,63,2,1
45,58,60,63,2,1
44,61,60,63,2,1
45,61,69,64,2,1
45,61,72,67,2,1
45,59,60,67,2,1
41,58,60,63,2,1
45,58,60,63,2,1
45,61,60,63,2,1
44,61,72,69,2,1
41,60,72,68,2,1
45,58,60,69,2,1
44,59,73,63,2,1
41,59,60,64,2,1
45,58,69,63,2,1
45,58,72,68,2,1
44,58,73,63,2,1
41,60,60,63,2,1
41,58,68,63,2,1
44,61,68,68,2,1
41,58,69,68,2,1
41,62,69,63,2,1
41,58,69,63,2,1
45,61,69,63,2,1
41,58,69,63,2,1
41,58,60,63,2,1
41,59,72,68,2,1
45,61,60,63,2,1
44,58,60,64,2,1
41,61,68,68,2,1
41,60,69,63,2,1
45,58,72,63,2,1
41,60,69,63,2,1
44,60,72,68,2,1
41,60,60,63,2,1
41,62,73,68,2,1
45,61,73,64,2,1
41,61,60,64,2,1
44,59,60,63,2,1
41,58,73,68,2,1
41,59,73,63,2,1
44,58,73,64,2,1
44,58,60,64,2,1
45,59,68,64,2,1
45,59,73,64,2,1
41,61,60,64,2,1
45,61,60,68,2,1
41,58,69,69,2,1
41,58,60,68,2,1
44,59,60,68,2,1
45,58,60,64,2,1
41,59,60,63,2,1
44,58,60,63,2,1
44,59,72,63,2,1
44,59,69,63,2,1
44,59,72,63,2,1
45,59,70,65,2,1
44,60,69,68,2,1
44,60,69,64,2,1
45,62,72,63,2,1
41,60,60,63,2,1
51,63,68,70,3,1
57,63,71,62,3,1
49,63,71,63,3,1
57,59,68,62,3,1
57,63,61,71,3,1
57,63,67,62,3,1
51,61,67,62,3,1
57,65,61,71,3,1
57,59,70,63,3,1
57,61,68,70,3,1
51,59,67,63,3,1
51,64,69,62,3,1
51,61,70,63,3,1
49,59,69,63,3,1
57,59,69,63,3,1
49,63,61,63,3,1
51,64,67,69,3,1
51,63,67,71,3,1
51,59,61,63,3,1
49,64,71,62,3,1
57,63,61,62,3,1
49,62,67,69,3,1
49,62,71,70,3,1
51,62,61,71,3,1
57,64,61,62,3,1
51,65,67,62,3,1
57,61,68,71,3,1
57,59,68,63,3,1
49,63,68,71,3,1
49,62,71,62,3,1
49,59,61,62,3,1
49,63,70,69,3,1
49,61,66,62,3,1
51,62,61,63,3,1
51,59,71,71,3,1
51,63,61,62,3,1
51,59,61,62,3,1
51,59,61,63,3,1
49,63,71,62,3,1
51,63,61,62,3,1
57,59,71,63,3,1
51,64,61,63,3,1
51,62,67,62,3,1
49,59,67,71,3,1
49,62,71,63,3,1
57,61,67,70,3,1
57,63,67,63,3,1
49,59,71,62,3,1
57,59,70,63,3,1
49,63,61,63,3,1
51,63,61,70,3,1
51,59,67,70,3,1
49,59,67,63,3,1
51,64,67,70,3,1
57,59,71,71,3,1
51,63,61,63,3,1
51,59,71,62,3,1
57,59,61,71,3,1
51,59,67,63,3,1
57,63,61,63,3,1
51,59,67,63,3,1
57,61,71,62,3,1
57,62,61,70,3,1
57,59,71,71,3,1
57,62,71,70,3,1
49,59,68,71,3,1
49,63,71,63,3,1
57,62,68,69,3,1
57,59,67,70,3,1
57,63,61,71,3,1
58,63,61,63,3,1
49,63,61,70,3,1
49,61,61,69,3,1
51,61,70,62,3,1
49,63,61,62,3,1
49,59,61,63,3,1
49,59,61,70,3,1
50,61,61,62,3,1
58,63,70,62,3,1
58,63,61,62,3,1
58,63,70,62,3,1
49,59,67,63,3,1
57,61,61,62,3,1
57,63,61,62,3,1
49,59,61,70,3,1
48,61,71,62,3,1
49,63,67,62,3,1
57,59,61,62,3,1
49,63,71,62,3,1
51,61,61,69,3,1
49,59,61,70,3,1
57,63,61,70,3,1
57,61,67,71,3,1
57,61,67,62,3,1
49,63,61,63,3,1
51,63,71,63,3,1
57,59,61,63,3,1
57,61,67,69,3,1
49,59,62,62,3,1
57,63,71,70,3,1
57,59,61,62,3,1
51,59,68,70,3,1
57,59,71,62,3,1
57,61,71,62,3,1
57,59,61,62,3,1
51,63,71,63,3,1
51,61,67,71,3,1
49,62,70,71,3,1
51,63,61,63,3,1
57,63,68,63,3,1
49,60,68,72,3,1
57,59,68,63,3,1
49,59,61,63,3,1
48,60,68,63,3,1
57,63,68,62,3,1
51,66,63,60,4,1
50,62,59,60,4,1
50,67,64,61,4,1
51,66,64,59,4,1
50,62,59,60,4,1
51,67,63,61,4,1
51,67,59,61,4,1
51,67,64,66,4,1
51,65,64,59,4,1
50,66,64,61,4,1
50,66,63,60,4,1
51,62,62,65,4,1
50,66,60,65,4,1
51,66,64,59,4,1
50,65,63,66,4,1
51,66,59,61,4,1
51,66,62,59,4,1
51,62,64,60,4,1
50,66,65,59,4,1
50,66,59,60,4,1
51,63,59,66,4,1
51,66,63,59,4,1
50,62,59,60,4,1
50,66,63,61,4,1
51,62,59,61,4,1
51,66,59,60,4,1
50,66,59,67,4,1
51,66,63,60,4,1
50,66,63,67,4,1
51,66,63,61,4,1
51,62,59,67,4,1
50,62,62,61,4,1
50,63,63,59,4,1
50,66,59,61,4,1
50,62,62,60,4,1
51,68,64,67,4,1
51,66,59,67,4,1
51,66,62,66,4,1
51,67,59,60,4,1
50,66,64,61,4,1
59,64,68,63,4,1
59,66,61,64,4,1
65,66,61,62,4,1
65,66,59,64,4,1
58,63,68,63,4,1
59,63,59,63,4,1
59,65,61,63,4,1
59,65,68,62,4,1
59,63,61,62,4,1
59,63,59,63,4,1
59,64,68,62,4,1
59,65,61,62,4,1
59,63,61,62,4,1
59,66,59,64,4,1
67,63,67,64,4,1
59,65,61,62,4,1
59,65,59,63,4,1
68,65,68,63,4,1
66,63,60,63,4,1
58,63,68,65,4,1
59,66,68,64,4,1
59,63,61,64,4,1
59,66,59,62,4,1
66,63,62,65,4,1
59,63,69,62,4,1
59,63,59,64,4,1
66,63,61,62,4,1
66,63,60,60,4,1
67,66,62,64,4,1
59,66,60,63,4,1
59,63,60,62,4,1
67,63,62,64,4,1
59,63,60,62,4,1
58,63,60,63,4,1
66,66,61,64,4,1
59,66,60,63,4,1
58,63,61,62,4,1
67,65,62,63,4,1
67,63,62,64,4,1
67,63,62,64,4,1
58,66,61,64,4,1
59,66,62,64,4,1
66,63,69,64,4,1
66,63,69,62,4,1
67,66,61,63,4,1
59,63,60,64,4,1
59,66,62,64,4,1
66,63,60,62,4,1
59,64,68,63,4,1
58,65,62,63,4,1
59,65,69,62,4,1
58,63,69,62,4,1
59,65,59,64,4,1
59,65,69,62,4,1
67,63,59,64,4,1
58,63,60,62,4,1
68,63,60,64,4,1
67,63,69,64,4,1
67,63,69,64,4,1
58,63,59,62,4,1
59,65,62,64,4,1
67,63,60,64,4,1
59,65,69,63,4,1
67,65,62,64,4,1
59,63,69,64,4,1
59,65,69,62,4,1
59,65,60,64,4,1
59,66,60,64,4,1
66,63,69,64,4,1
58,63,60,62,4,1
66,63,62,64,4,1
58,63,60,64,4,1
59,65,60,64,4,1
66,63,60,62,4,1
66,65,61,63,4,1
59,65,60,62,4,1
58,63,60,64,4,1
59,63,69,63,4,1
66,65,60,63,4,1
58,65,62,64,4,1
67,63,69,64,4,1
59,63,69,63,4,1
67,63,62,62,4,1
59,63,68,62,4,1
58,63,62,64,4,1
59,63,60,64,4,1
58,65,69,63,4,1
58,66,62,64,4,1
68,65,68,64,4,1
58,63,60,64,4,1
59,65,62,64,4,1
58,63,68,63,4,1
67,63,68,63,4,1
58,63,60,64,4,1
68,69,63,62,5,1
68,71,56,63,5,1
62,69,58,58,5,1
68,70,56,62,5,1
63,70,58,57,5,1
67,69,63,61,5,1
57,71,63,57,5,1
57,72,56,57,5,1
62,63,56,57,5,1
67,72,56,63,5,1
57,69,56,62,5,1
62,71,62,57,5,1
57,71,63,62,5,1
69,71,63,62,5,1
62,71,56,63,5,1
61,70,62,63,5,1
62,71,63,62,5,1
57,63,56,57,5,1
62,71,62,63,5,1
57,71,62,61,5,1
57,63,56,57,5,1
57,71,56,62,5,1
67,72,58,57,5,1
57,63,56,57,5,1
63,69,58,57,5,1
62,63,63,62,5,1
63,69,58,57,5,1
57,63,63,57,5,1
68,69,62,64,5,1
57,69,58,63,5,1
57,69,56,57,5,1
62,72,58,57,5,1
62,69,62,63,5,1
67,69,62,63,5,1
68,72,58,62,5,1
62,63,62,63,5,1
62,69,56,63,5,1
57,71,62,63,5,1
67,63,56,63,5,1
67,63,63,57,5,1
57,71,58,62,5,1
67,71,63,62,5,1
62,69,56,63,5,1
57,69,63,57,5,1
57,63,58,63,5,1
57,63,58,57,5,1
57,72,63,62,5,1
62,69,56,57,5,1
57,72,62,63,5,1
68,63,63,61,5,1
67,69,56,63,5,1
68,69,58,61,5,1
68,71,56,61,5,1
57,69,62,57,5,1
67,72,58,63,5,1
57,63,58,57,5,1
57,71,58,61,5,1
57,72,63,63,5,1
57,63,58,61,5,1
67,63,62,57,5,1
57,63,56,61,5,1
57,69,62,57,5,1
69,69,56,57,5,1
69,63,62,63,5,1
69,63,58,62,5,1
68,72,58,63,5,1
57,72,62,57,5,1
68,69,56,57,5,1
62,63,62,63,5,1
62,72,58,62,5,1
68,63,56,61,5,1
57,71,63,57,5,1
57,71,58,63,5,1
57,69,58,62,5,1
62,63,56,62,5,1
57,63,58,57,5,1
61,63,56,61,5,1
57,63,56,63,5,1
57,63,62,63,5,1
63,63,56,57,5,1
63,69,56,62,5,1
69,72,58,57,5,1
69,63,58,62,5,1
62,69,56,57,5,1
57,63,56,57,5,1
57,63,56,63,5,1
62,63,62,57,5,1
62,63,56,63,5,1
62,69,58,57,5,1
67,63,56,61,5,1
68,71,62,57,5,1
62,63,63,57,5,1
68,63,56,63,5,1
62,63,56,57,5,1
67,72,58,61,5,1
68,69,58,62,5,1
57,63,56,63,5,1
57,71,62,63,5,1
57,69,58,63,5,1
67,69,62,62,5,1
62,71,56,62,5,1
57,63,62,62,5,1
57,71,62,63,5,1
67,71,58,63,5,1
67,63,62,62,5,1
67,63,58,57,5,1
62,69,62,62,5,1
62,63,58,57,5,1
57,71,62,57,5,1
57,63,58,61,5,1
68,69,62,62,5,1
57,72,58,63,5,1
62,69,56,63,5,1
57,63,63,61,5,1
68,69,63,57,5,1
67,69,56,61,5,1
57,69,58,61,5,1
62,69,58,57,5,1
67,69,62,57,5,1
67,71,56,61,5,1
57,69,56,63,5,1
62,71,56,57,5,1
62,71,63,62,5,1
67,63,58,63,5,1
67,69,62,57,5,1
67,63,56,63,5,1
62,69,58,57,5,1
57,63,62,57,5,1
57,71,62,62,5,1
62,63,56,63,5,1
57,69,58,62,5,1
62,71,56,62,5,1
67,63,58,57,5,1
57,63,58,57,5,1
67,63,62,57,5,1
62,63,62,62,5,1
57,63,56,57,5,1
57,69,56,61,5,1
57,71,56,57,5,1
68,69,56,62,5,1
57,63,57,57,5,1
62,69,56,61,5,1
67,69,63,57,5,1
67,63,62,57,5,1
62,71,58,62,5,1
62,63,63,63,5,1
57,71,62,57,5,1
57,63,56,63,5,1
62,71,63,63,5,1
68,63,56,57,5,1
68,71,62,62,5,1
67,72,58,57,5,1
62,63,58,62,5,1
68,63,56,62,5,1
57,71,62,62,5,1
62,72,56,63,5,1
57,69,56,63,5,1
57,63,62,57,5,1
68,63,63,61,5,1
62,69,58,63,5,1
61,72,56,61,5,1
57,72,56,63,5,1
62,63,58,63,5,1
57,73,62,63,5,1
57,63,62,63,5,1
68,63,58,61,5,1
62,71,58,62,5,1
68,63,58,57,5,1
57,74,57,58,5,1
57,64,59,57,5,1
57,63,62,61,5,1
62,63,63,61,5,1
62,72,56,57,5,1
57,71,56,61,5,1
62,73,63,62,5,1
57,63,62,63,5,1
62,69,62,57,5,1
62,71,62,61,5,1
62,69,62,63,5,1
68,69,58,61,5,1
57,63,56,63,5,1
57,69,56,57,5,1
62,71,58,63,5,1
68,63,56,61,5,1
68,64,62,61,5,1
62,71,58,57,5,1
68,63,63,61,5,1
57,72,58,63,5,1
62,69,56,63,5,1
69,71,56,63,5,1
68,71,63,57,5,1
62,71,56,61,5,1
57,69,56,57,5,1
68,63,62,61,5,1
63,63,56,57,5,1
63,63,62,57,5,1
58,71,56,57,5,1
57,63,63,57,5,1
68,71,58,57,5,1
68,69,56,63,5,1
68,70,58,62,5,1
68,70,56,62,5,1
68,71,62,63,5,1
57,69,56,62,5,1
57,63,62,57,5,1
68,63,62,57,5,1
57,69,56,62,5,1
57,69,56,63,5,1
68,63,58,63,5,1
57,70,56,63,5,1
57,63,62,62,5,1
68,63,56,63,5,1
62,76,55,59,6,1
65,67,58,59,6,1
62,76,60,67,6,1
63,73,55,65,6,1
63,67,55,67,6,1
62,72,57,60,6,1
62,73,55,67,6,1
62,67,55,59,6,1
65,71,55,59,6,1
66,67,55,59,6,1
60,68,60,68,6,1
61,75,58,66,6,1
62,74,55,59,6,1
63,71,56,65,6,1
63,71,58,67,6,1
63,67,58,59,6,1
61,73,58,65,6,1
64,67,55,66,6,1
64,67,55,66,6,1
63,75,55,65,6,1
62,76,55,66,6,1
61,76,55,67,6,1
63,67,55,59,6,1
64,67,60,66,6,1
62,73,60,66,6,1
62,67,57,59,6,1
64,67,57,59,6,1
61,76,55,66,6,1
61,67,55,66,6,1
64,74,55,66,6,1
62,74,60,59,6,1
64,74,58,59,6,1
63,73,55,66,6,1
63,75,57,60,6,1
64,73,55,66,6,1
61,75,60,59,6,1
61,66,60,59,6,1
61,67,57,66,6,1
61,73,55,67,6,1
61,77,55,59,6,1
61,77,57,59,6,1
64,75,55,66,6,1
61,67,55,67,6,1
62,74,55,59,6,1
61,73,60,59,6,1
63,67,60,59,6,1
63,76,58,66,6,1
63,75,60,59,6,1
61,67,58,66,6,1
61,73,55,67,6,1
61,66,58,66,6,1
61,67,55,59,6,1
63,67,55,67,6,1
64,67,55,67,6,1
63,74,55,66,6,1
61,75,58,66,6,1
61,76,58,66,6,1
63,67,55,59,6,1
61,73,60,60,6,1
61,67,55,59,6,1
61,67,55,67,6,1
64,75,60,59,6,1
63,75,55,66,6,1
61,74,60,66,6,1
64,75,55,67,6,1
61,67,55,67,6,1
64,74,55,66,6,1
62,67,59,59,6,1
62,67,57,60,6,1
61,76,57,66,6,1
63,76,60,66,6,1
63,73,55,66,6,1
63,73,55,66,6,1
64,74,60,66,6,1
64,73,57,67,6,1
63,73,58,59,6,1
64,75,55,66,6,1
63,66,55,59,6,1
64,67,60,59,6,1
61,73,58,67,6,1
61,66,55,67,6,1
63,74,60,59,6,1
64,66,58,66,6,1
63,66,55,59,6,1
63,66,60,67,6,1
61,73,60,67,6,1
61,66,55,59,6,1
64,76,60,67,6,1
61,73,60,59,6,1
61,72,55,66,6,1
61,67,60,66,6,1
63,77,60,66,6,1
63,67,57,66,6,1
62,66,60,59,6,1
61,85,55,66,6,1
62,76,58,65,6,1
61,66,55,59,6,1
63,67,55,66,6,1
62,72,55,66,6,1
63,72,55,66,6,1
63,67,55,66,6,1
61,73,58,65,6,1
62,78,60,65,6,1
61,76,55,59,6,1
63,73,60,60,6,1
63,74,55,67,6,1
63,77,60,66,6,1
61,78,60,66,6,1
63,72,55,67,6,1
61,72,55,66,6,1
61,67,55,66,6,1
63,77,60,59,6,1
61,67,58,67,6,1
61,67,57,66,6,1
61,67,58,66,6,1
61,67,60,67,6,1
61,75,55,59,6,1
60,67,60,59,6,1
61,76,60,66,6,1
63,66,57,66,6,1
63,71,60,67,6,1
61,72,60,59,6,1
63,75,58,59,6,1
65,66,60,67,6,1
64,77,60,66,6,1
60,66,59,59,6,1
65,65,55,67,6,1
65,66,60,65,6,1
63,67,55,67,6,1
63,73,55,59,6,1
64,76,60,59,6,1
60,67,60,66,6,1
61,67,55,66,6,1
63,76,57,67,6,1
61,66,55,67,6,1
63,72,59,59,6,1
63,72,55,67,6,1
63,78,55,67,6,1
63,66,60,66,6,1
63,66,59,66,6,1
61,66,55,59,6,1
63,73,55,59,6,1
64,67,60,66,6,1
65,73,55,66,6,1
64,66,55,66,6,1
60,67,60,67,6,1
61,72,60,66,6,1
68,75,55,59,6,1
67,67,62,65,6,1
61,67,62,59,6,1
68,67,55,65,6,1
67,66,55,59,6,1
61,82,61,59,6,1
67,67,62,59,6,1
61,81,62,65,6,1
67,80,59,59,6,1
63,70,55,65,6,1
67,71,59,59,6,1
62,81,62,59,6,1
68,70,55,69,6,1
62,81,61,68,6,1
61,85,56,69,6,1
66,66,61,68,6,1
61,84,55,65,6,1
66,85,55,64,6,1
64,70,59,59,6,1
61,69,58,64,6,1
64,66,59,64,6,1
64,70,55,69,6,1
61,66,58,59,6,1
65,66,62,65,6,1
62,81,59,65,6,1
62,67,59,69,6,1
65,67,59,59,6,1
62,69,55,59,6,1
66,83,54,59,6,1
63,70,58,59,6,1
61,70,59,69,6,1
65,67,55,59,6,1
65,70,59,65,6,1
62,66,59,64,6,1
62,70,55,65,6,1
62,67,62,68,6,1
67,81,59,59,6,1
62,67,62,65,6,1
67,67,61,64,6,1
66,69,59,63,6,1
62,84,62,59,6,1
66,69,59,68,6,1
62,67,55,59,6,1
67,70,61,59,6,1
65,67,61,69,6,1
61,70,61,59,6,1
66,81,55,69,6,1
62,67,61,68,6,1
66,67,61,59,6,1
62,81,61,59,6,1
64,67,59,69,6,1
62,71,61,59,6,1
62,83,56,59,6,1
62,70,62,69,6,1
66,70,56,59,6,1
68,67,62,64,6,1
66,69,61,69,6,1
67,70,58,65,6,1
61,67,56,59,6,1
61,78,55,59,6,1
66,67,58,64,6,1
63,79,59,59,6,1
67,69,55,68,6,1
64,68,61,69,6,1
67,68,55,59,6,1
67,68,55,59,6,1
68,70,62,69,6,1
63,71,59,69,6,1
63,81,58,68,6,1
68,67,61,59,6,1
68,83,59,65,6,1
67,67,61,59,6,1
64,69,55,65,6,1
63,82,55,59,6,1
68,70,59,69,6,1
64,70,55,59,6,1
64,71,55,69,6,1
62,68,61,64,6,1
63,80,55,65,6,1
65,67,56,65,6,1
62,81,55,68,6,1
62,83,59,59,6,1
64,67,59,59,6,1
67,87,55,68,6,1
66,67,55,69,6,1
64,70,55,69,6,1
64,67,59,65,6,1
67,70,61,65,6,1
64,82,59,59,6,1
62,67,61,69,6,1
65,67,55,65,6,1
62,71,55,69,6,1
65,79,56,67,7,1
64,71,55,63,7,1
60,69,56,63,7,1
63,71,55,63,7,1
65,72,55,63,7,1
60,69,55,63,7,1
60,77,55,63,7,1
60,69,56,63,7,1
60,79,56,63,7,1
64,71,55,63,7,1
60,71,56,63,7,1
64,71,56,63,7,1
63,72,56,63,7,1
60,71,56,63,7,1
64,80,57,63,7,1
60,69,57,63,7,1
60,78,55,63,7,1
60,72,57,63,7,1
60,69,56,63,7,1
65,71,57,68,7,1
60,69,55,63,7,1
64,69,55,67,7,1
65,72,56,63,7,1
60,69,56,63,7,1
60,78,57,63,7,1
60,71,55,63,7,1
60,69,55,63,7,1
65,68,56,63,7,1
60,69,56,68,7,1
63,69,55,63,7,1
60,71,57,63,7,1
63,69,55,63,7,1
63,69,55,67,7,1
63,71,57,66,7,1
61,69,56,63,7,1
60,69,56,63,7,1
60,77,56,63,7,1
60,71,55,63,7,1
65,71,57,67,7,1
65,69,55,63,7,1
64,69,56,63,7,1
60,71,56,67,7,1
60,69,57,67,7,1
60,69,56,67,7,1
60,71,57,63,7,1
60,69,55,63,7,1
60,71,55,63,7,1
59,69,57,63,7,1
60,69,57,63,7,1
65,69,56,63,7,1
60,69,57,63,7,1
65,69,57,63,7,1
60,78,55,63,7,1
60,69,56,64,7,1
65,69,56,63,7,1
64,77,56,63,7,1
65,71,54,66,7,1
60,71,55,63,7,1
60,69,56,63,7,1
60,69,56,63,7,1
61,69,56,67,7,1
65,68,55,63,7,1
62,74,56,63,7,1
66,75,57,63,7,1
64,71,56,63,7,1
60,71,55,63,7,1
65,71,56,67,7,1
65,69,55,67,7,1
61,69,55,67,7,1
65,69,55,63,7,1
61,69,55,67,7,1
60,71,56,68,7,1
61,72,57,63,7,1
60,77,56,63,7,1
61,69,56,63,7,1
65,77,56,68,7,1
61,69,55,63,7,1
65,77,56,68,7,1
60,72,56,63,7,1
65,73,56,63,7,1
65,77,55,67,7,1
60,69,56,63,7,1
60,76,57,67,7,1
65,77,57,63,7,1
60,69,57,63,7,1
60,72,56,63,7,1
60,73,56,65,7,1
65,69,56,63,7,1
61,69,55,63,7,1
65,77,57,63,7,1
61,77,55,67,7,1
61,78,57,63,7,1
60,69,56,67,7,1
65,69,57,63,7,1
65,72,55,63,7,1
64,69,57,63,7,1
61,77,55,63,7,1
61,71,57,68,7,1
64,68,56,63,7,1
60,72,56,63,7,1
60,72,56,63,7,1
60,69,57,63,7,1
65,72,55,63,7,1
60,69,57,63,7,1
61,69,56,67,7,1
60,81,57,63,7,1
60,73,56,63,7,1
60,73,57,63,7,1
60,69,56,63,7,1
60,69,55,63,7,1
61,73,57,63,7,1
61,73,55,68,7,1
65,73,56,63,7,1
61,73,56,63,7,1
61,74,57,68,7,1
61,69,56,63,7,1
65,79,55,63,7,1
61,77,56,63,7,1
65,69,56,69,7,1
65,69,56,63,7,1
59,69,56,63,7,1
61,71,56,68,7,1
65,77,56,68,7,1
65,77,55,67,7,1
60,68,56,67,7,1
60,69,57,63,7,1
61,72,55,63,7,1
59,69,56,63,7,1
65,69,56,68,7,1
65,69,55,63,7,1
61,78,55,63,7,1
60,69,55,63,7,1
61,80,57,63,7,1
60,69,56,66,7,1
60,69,55,67,7,1
65,77,56,63,7,1
61,72,56,63,7,1
60,73,56,63,7,1
60,78,55,63,7,1
60,69,55,68,7,1
65,72,56,63,7,1
65,72,55,68,7,1
64,69,57,63,7,1
65,81,56,63,7,1
65,72,55,63,7,1
65,69,55,63,7,1
60,69,55,63,7,1
60,72,57,68,7,1
64,71,57,68,7,1
65,69,56,63,7,1
60,80,57,63,7,1
65,79,56,63,7,1
61,69,56,68,7,1
60,75,57,63,7,1
65,69,56,68,7,1
61,71,57,68,7,1
61,69,57,63,7,1
61,69,57,63,7,1
60,71,55,63,7,1
65,68,56,63,7,1
60,69,57,63,7,1
65,72,55,63,7,1
61,68,56,68,7,1
60,77,57,63,7,1
65,69,55,68,7,1
61,81,55,67,7,1
65,78,55,63,7,1
60,72,55,63,7,1
60,69,56,63,7,1
