RSSI1,RSSI2,RSSI3,RSSI4,X,Y
67,63,68,78,2,4
63,59,59,79,2,4
63,65,68,78,2,4
67,63,59,72,2,4
67,65,69,78,2,4
67,65,59,78,2,4
70,59,68,73,2,4
69,63,59,79,2,4
70,63,59,71,2,4
63,59,68,78,2,4
70,63,59,78,2,4
69,63,68,72,2,4
62,65,59,72,2,4
63,65,59,73,2,4
63,59,59,77,2,4
69,65,68,73,2,4
63,63,59,73,2,4
69,65,59,73,2,4
69,59,59,73,2,4
67,63,59,77,2,4
67,63,59,78,2,4
63,59,59,73,2,4
69,65,59,73,2,4
69,58,67,73,2,4
67,63,68,73,2,4
69,63,59,77,2,4
69,65,59,77,2,4
63,65,59,73,2,4
69,65,59,71,2,4
63,65,68,71,2,4
67,63,59,71,2,4
63,65,59,71,2,4
68,63,59,73,2,4
67,63,59,76,2,4
67,65,59,72,2,4
69,59,59,72,2,4
67,59,59,71,2,4
63,65,59,73,2,4
70,59,68,71,2,4
70,63,59,73,2,4
63,59,68,71,2,4
63,59,68,73,2,4
63,63,59,74,2,4
69,59,68,72,2,4
69,65,59,74,2,4
63,59,68,73,2,4
69,59,67,77,2,4
63,65,59,77,2,4
63,65,59,73,2,4
69,59,68,77,2,4
67,59,59,76,2,4
69,63,59,72,2,4
63,65,59,76,2,4
69,63,59,71,2,4
63,59,68,77,2,4
67,59,59,72,2,4
69,59,68,73,2,4
67,63,59,72,2,4
63,59,59,77,2,4
67,59,59,72,2,4
63,65,59,71,2,4
67,63,59,77,2,4
63,65,59,71,2,4
67,63,68,77,2,4
63,65,59,77,2,4
67,65,59,76,2,4
69,59,59,71,2,4
63,65,59,72,2,4
69,59,68,75,2,4
63,63,59,71,2,4
63,59,59,75,2,4
69,59,59,75,2,4
67,63,59,73,2,4
63,65,68,75,2,4
69,65,59,72,2,4
63,59,68,76,2,4
67,59,68,73,2,4
69,65,59,73,2,4
67,63,59,76,2,4
67,63,59,74,2,4
67,63,68,72,2,4
63,63,59,71,2,4
63,58,64,67,3,4
64,63,64,67,3,4
69,63,65,63,3,4
62,63,65,64,3,4
63,59,57,67,3,4
63,59,60,64,3,4
63,63,56,75,3,4
71,59,56,74,3,4
62,59,64,63,3,4
64,63,56,68,3,4
71,63,64,73,3,4
63,63,64,68,3,4
64,59,61,63,3,4
64,63,56,67,3,4
64,59,56,74,3,4
64,59,56,63,3,4
62,59,61,67,3,4
71,59,64,74,3,4
71,63,56,73,3,4
63,59,56,63,3,4
62,59,60,74,3,4
71,59,64,67,3,4
62,59,64,68,3,4
71,63,56,68,3,4
71,63,61,63,3,4
71,59,64,73,3,4
70,59,56,72,3,4
71,59,61,67,3,4
62,59,64,73,3,4
62,63,61,74,3,4
70,59,61,67,3,4
62,59,56,68,3,4
64,63,64,74,3,4
62,59,61,74,3,4
64,59,56,63,3,4
70,63,64,67,3,4
64,59,64,74,3,4
64,59,56,68,3,4
71,59,56,68,3,4
65,59,64,67,3,4
70,59,56,74,3,4
64,59,56,67,3,4
70,59,64,67,3,4
62,59,61,63,3,4
70,59,61,73,3,4
62,59,64,67,3,4
70,59,64,63,3,4
64,63,64,73,3,4
62,59,64,74,3,4
65,59,61,67,3,4
62,63,64,67,3,4
65,63,64,63,3,4
63,63,64,68,3,4
64,59,56,74,3,4
64,59,61,63,3,4
64,59,63,63,3,4
70,59,61,67,3,4
64,59,56,67,3,4
62,59,56,67,3,4
70,63,64,67,3,4
64,63,61,75,3,4
70,59,64,67,3,4
64,59,64,63,3,4
70,59,61,75,3,4
64,59,64,63,3,4
70,63,56,63,3,4
62,59,56,63,3,4
62,59,56,67,3,4
62,59,61,67,3,4
62,59,56,74,3,4
70,59,64,74,3,4
62,59,64,67,3,4
64,59,64,67,3,4
64,59,61,67,3,4
70,59,61,63,3,4
69,63,61,74,3,4
69,63,56,63,3,4
70,59,61,63,3,4
70,59,61,74,3,4
64,59,64,74,3,4
64,63,61,63,3,4
70,59,64,74,3,4
64,63,63,68,3,4
64,59,56,74,3,4
70,63,61,68,3,4
70,63,61,63,3,4
64,63,56,74,3,4
70,59,56,73,3,4
71,63,61,74,3,4
62,63,61,74,3,4
70,59,61,67,3,4
64,63,56,63,3,4
70,59,64,74,3,4
65,59,61,68,3,4
62,63,64,63,3,4
65,63,61,74,3,4
64,59,56,67,3,4
62,63,64,74,3,4
69,63,64,74,3,4
64,59,56,67,3,4
64,59,56,67,3,4
65,59,64,74,3,4
64,63,61,67,3,4
61,63,61,68,3,4
63,63,56,63,3,4
63,63,56,66,3,4
64,59,65,63,3,4
64,59,64,67,3,4
70,59,64,67,3,4
70,59,56,67,3,4
62,59,64,63,3,4
64,59,56,63,3,4
70,59,56,63,3,4
64,59,64,63,3,4
62,63,56,67,3,4
64,59,56,63,3,4
61,59,56,67,3,4
64,59,61,74,3,4
61,59,61,63,3,4
70,59,61,67,3,4
62,59,61,67,3,4
64,63,61,74,3,4
69,59,61,74,3,4
63,59,57,67,3,4
69,57,58,65,3,4
62,59,61,63,3,4
64,59,61,74,3,4
64,59,56,67,3,4
69,59,64,73,3,4
61,59,64,63,3,4
62,63,64,74,3,4
70,63,61,63,3,4
70,59,64,63,3,4
62,59,56,67,3,4
70,59,64,63,3,4
63,59,56,63,3,4
64,59,61,63,3,4
70,59,64,63,3,4
61,59,56,63,3,4
61,59,56,74,3,4
70,59,56,63,3,4
71,59,64,63,3,4
61,63,64,63,3,4
64,59,64,63,3,4
61,59,64,67,3,4
64,59,64,67,3,4
64,59,64,67,3,4
63,63,56,73,3,4
62,59,65,63,3,4
62,59,56,68,3,4
64,59,60,68,3,4
69,63,56,68,3,4
62,59,56,63,3,4
70,59,61,63,3,4
69,60,56,68,3,4
70,59,61,68,3,4
70,59,56,67,3,4
62,59,56,68,3,4
69,59,61,67,3,4
70,59,65,74,3,4
70,63,60,75,3,4
69,59,64,63,3,4
62,59,64,68,3,4
63,59,60,63,3,4
70,58,60,74,3,4
70,59,56,68,3,4
63,59,56,68,3,4
70,59,60,74,3,4
62,63,56,74,3,4
62,59,65,63,3,4
63,59,56,63,3,4
69,59,64,63,3,4
70,59,56,68,3,4
70,59,56,63,3,4
63,59,56,63,3,4
70,59,64,63,3,4
62,59,64,63,3,4
63,59,64,63,3,4
69,63,60,63,3,4
62,63,64,63,3,4
61,59,64,63,3,4
61,63,64,74,3,4
62,59,61,74,3,4
61,59,60,74,3,4
63,59,60,74,3,4
63,59,56,74,3,4
70,59,56,74,3,4
69,63,60,74,3,4
63,59,60,68,3,4
63,59,60,67,3,4
62,59,64,68,3,4
69,59,56,74,3,4
63,59,60,68,3,4
69,59,64,74,3,4
63,59,64,74,3,4
63,63,56,73,3,4
69,59,60,67,3,4
63,59,56,63,3,4
63,63,64,63,3,4
61,59,64,74,3,4
69,63,60,73,3,4
62,59,61,63,3,4
63,59,64,63,3,4
63,59,56,74,3,4
63,59,60,63,3,4
63,59,56,63,3,4
62,59,61,68,3,4
63,59,56,68,3,4
70,59,64,63,3,4
62,59,61,68,3,4
63,63,64,63,3,4
63,59,61,74,3,4
63,59,64,63,3,4
69,59,60,74,3,4
61,59,56,73,3,4
70,59,61,74,3,4
62,59,56,68,3,4
63,59,56,74,3,4
69,59,56,73,3,4
63,59,64,67,3,4
63,59,60,74,3,4
63,59,56,63,3,4
63,63,64,73,3,4
63,59,61,67,3,4
62,59,56,68,3,4
69,63,60,67,3,4
63,63,56,75,3,4
69,63,56,63,3,4
69,63,56,63,3,4
63,63,64,67,3,4
63,59,64,67,3,4
61,63,64,73,3,4
69,59,60,67,3,4
61,59,56,68,3,4
63,59,64,74,3,4
63,59,60,74,3,4
69,59,56,63,3,4
62,59,64,63,3,4
62,59,60,67,3,4
62,59,60,67,3,4
63,59,56,63,3,4
69,59,64,73,3,4
69,59,64,71,3,4
63,59,60,67,3,4
62,59,56,73,3,4
69,59,64,63,3,4
69,63,64,63,3,4
61,59,60,67,3,4
61,63,56,73,3,4
61,59,61,63,3,4
63,63,56,63,3,4
69,59,65,74,3,4
63,59,65,63,3,4
63,59,56,67,3,4
69,59,60,67,3,4
63,63,65,67,3,4
61,63,61,63,3,4
61,59,60,73,3,4
61,59,65,73,3,4
69,63,60,73,3,4
63,63,60,73,3,4
69,63,60,67,3,4
61,59,56,63,3,4
61,59,64,63,3,4
61,58,64,74,3,4
69,63,64,75,3,4
61,59,64,63,3,4
69,63,56,68,3,4
69,63,61,74,3,4
61,59,64,63,3,4
63,59,64,63,3,4
63,59,56,74,3,4
64,63,60,63,3,4
69,63,56,68,3,4
61,63,61,74,3,4
63,59,61,75,3,4
69,59,60,63,3,4
61,63,56,63,3,4
69,59,64,68,3,4
63,59,60,68,3,4
62,63,64,68,3,4
63,59,56,68,3,4
63,63,64,63,3,4
63,59,60,74,3,4
62,59,61,68,3,4
62,59,56,68,3,4
63,63,64,74,3,4
61,63,61,63,3,4
69,63,64,63,3,4
62,59,64,74,3,4
69,59,56,63,3,4
62,59,56,73,3,4
62,58,62,66,4,4
65,56,57,71,4,4
65,57,57,66,4,4
65,57,61,71,4,4
65,58,61,66,4,4
61,57,62,66,4,4
62,58,62,67,4,4
65,57,61,66,4,4
65,58,57,66,4,4
63,57,62,66,4,4
62,69,57,70,4,4
63,58,62,67,4,4
62,57,62,66,4,4
65,58,57,66,4,4
62,58,62,71,4,4
65,57,61,66,4,4
65,58,62,71,4,4
65,69,62,66,4,4
62,69,57,66,4,4
65,69,62,67,4,4
62,57,57,66,4,4
63,58,62,67,4,4
63,58,57,66,4,4
65,57,62,66,4,4
63,57,57,66,4,4
62,58,62,70,4,4
62,57,61,67,4,4
65,58,57,67,4,4
62,57,61,67,4,4
62,69,61,71,4,4
62,69,62,71,4,4
62,56,62,66,4,4
63,58,61,66,4,4
62,57,57,66,4,4
63,57,61,71,4,4
65,59,57,71,4,4
62,69,57,67,4,4
63,69,61,71,4,4
65,69,61,71,4,4
63,69,57,66,4,4
63,69,57,71,4,4
63,58,62,67,4,4
65,58,61,71,4,4
63,58,57,71,4,4
63,57,62,66,4,4
61,58,62,70,4,4
62,58,62,66,4,4
63,70,57,67,4,4
65,57,61,67,4,4
62,57,62,70,4,4
63,70,62,70,4,4
65,58,57,66,4,4
63,69,57,69,4,4
62,69,61,66,4,4
62,69,61,66,4,4
62,58,61,66,4,4
65,58,62,69,4,4
63,57,62,70,4,4
62,69,62,66,4,4
62,59,61,66,4,4
65,69,62,70,4,4
65,69,62,67,4,4
63,69,57,66,4,4
65,70,57,70,4,4
61,57,62,70,4,4
65,69,57,70,4,4
65,57,62,66,4,4
65,69,62,70,4,4
65,57,62,70,4,4
65,69,62,66,4,4
63,57,61,66,4,4
62,58,60,66,4,4
62,58,62,70,4,4
62,69,57,67,4,4
63,57,60,66,4,4
63,58,61,66,4,4
62,58,62,66,4,4
62,69,57,66,4,4
63,69,57,71,4,4
62,58,58,66,4,4
62,69,61,71,4,4
63,58,62,66,4,4
62,58,62,66,4,4
65,69,57,66,4,4
65,69,57,66,4,4
63,58,61,66,4,4
62,58,57,66,4,4
62,58,61,69,4,4
62,59,58,70,4,4
63,58,61,66,4,4
62,57,57,70,4,4
65,57,61,66,4,4
62,69,57,66,4,4
63,70,57,70,4,4
62,57,61,70,4,4
63,58,62,70,4,4
65,70,58,67,4,4
63,57,62,66,4,4
63,70,62,66,4,4
63,57,62,70,4,4
65,69,62,66,4,4
65,58,62,66,4,4
65,58,62,70,4,4
63,58,57,66,4,4
63,69,57,70,4,4
63,69,61,66,4,4
62,58,62,71,4,4
62,58,57,66,4,4
63,57,62,66,4,4
65,58,61,66,4,4
62,57,62,66,4,4
62,69,62,66,4,4
63,69,62,65,4,4
63,58,62,66,4,4
63,59,61,66,4,4
62,57,57,65,4,4
62,57,62,66,4,4
65,57,62,69,4,4
66,57,61,66,4,4
66,70,57,69,4,4
61,70,57,66,4,4
63,70,57,66,4,4
65,57,57,70,4,4
63,57,57,70,4,4
62,70,62,66,4,4
63,57,62,70,4,4
65,58,61,70,4,4
63,57,57,70,4,4
62,58,62,70,4,4
63,70,62,70,4,4
63,70,61,70,4,4
63,57,61,69,4,4
62,57,57,69,4,4
63,70,61,70,4,4
62,70,61,66,4,4
66,70,57,69,4,4
63,58,62,66,4,4
63,57,62,66,4,4
66,57,61,66,4,4
63,70,61,67,4,4
62,57,62,66,4,4
63,57,57,66,4,4
63,58,61,66,4,4
66,70,61,66,4,4
66,58,61,66,4,4
62,70,62,66,4,4
62,70,57,66,4,4
65,58,61,70,4,4
66,57,57,70,4,4
63,58,62,66,4,4
63,70,61,66,4,4
63,58,61,66,4,4
63,57,61,66,4,4
63,57,62,67,4,4
66,57,57,69,4,4
63,70,62,69,4,4
63,70,57,67,4,4
62,69,61,67,4,4
63,58,61,66,4,4
63,57,57,66,4,4
63,70,61,66,4,4
62,58,62,67,4,4
65,57,61,67,4,4
65,57,62,66,4,4
63,69,61,66,4,4
63,57,62,69,4,4
65,57,62,67,4,4
63,58,57,66,4,4
62,57,62,69,4,4
62,57,62,66,4,4
65,58,57,66,4,4
65,58,57,66,4,4
65,57,57,70,4,4
65,58,62,66,4,4
65,59,62,71,4,4
65,58,62,66,4,4
63,57,57,70,4,4
62,58,61,66,4,4
63,58,61,71,4,4
63,59,57,70,4,4
63,70,61,66,4,4
62,58,62,66,4,4
65,56,62,70,4,4
65,58,57,70,4,4
62,57,57,66,4,4
65,58,61,66,4,4
63,57,57,66,4,4
62,58,57,66,4,4
62,69,57,66,4,4
63,57,61,66,4,4
63,57,57,66,4,4
63,70,61,70,4,4
65,57,62,66,4,4
65,70,61,70,4,4
63,58,62,70,4,4
63,69,62,70,4,4
66,56,62,66,4,4
62,56,57,69,4,4
62,58,62,66,4,4
63,58,62,66,4,4
62,58,57,66,4,4
63,57,62,69,4,4
63,58,61,66,4,4
63,57,61,66,4,4
62,70,62,70,4,4
63,70,62,66,4,4
62,57,61,66,4,4
62,58,62,70,4,4
62,57,57,66,4,4
65,69,62,69,4,4
65,69,58,66,4,4
60,53,61,67,5,4
60,53,57,72,5,4
59,71,57,65,5,4
61,53,57,72,5,4
65,59,60,65,5,4
65,59,61,74,5,4
60,71,60,66,5,4
65,59,57,66,5,4
60,54,60,73,5,4
65,71,60,73,5,4
65,54,57,73,5,4
65,59,61,65,5,4
62,54,61,65,5,4
61,59,60,73,5,4
65,71,61,66,5,4
62,71,57,66,5,4
62,59,57,65,5,4
65,59,60,65,5,4
65,59,57,65,5,4
60,59,57,73,5,4
60,71,57,67,5,4
60,54,57,73,5,4
62,71,57,67,5,4
61,59,61,65,5,4
60,53,57,74,5,4
65,59,61,66,5,4
62,59,60,65,5,4
60,59,57,65,5,4
65,59,60,73,5,4
65,53,60,65,5,4
62,71,62,73,5,4
62,59,60,67,5,4
65,53,57,65,5,4
60,71,61,73,5,4
62,53,61,65,5,4
65,59,62,67,5,4
65,59,57,65,5,4
62,71,57,67,5,4
60,59,57,73,5,4
60,53,61,73,5,4
65,59,57,65,5,4
62,54,61,65,5,4
65,59,57,66,5,4
62,54,60,73,5,4
60,71,60,66,5,4
60,71,60,73,5,4
62,59,60,73,5,4
65,71,60,66,5,4
62,71,61,65,5,4
60,53,61,73,5,4
65,53,60,73,5,4
65,54,61,67,5,4
60,59,61,65,5,4
60,59,61,65,5,4
65,71,60,65,5,4
59,54,57,67,5,4
60,59,60,67,5,4
60,71,60,73,5,4
64,71,60,67,5,4
65,71,61,65,5,4
62,59,61,65,5,4
65,53,60,74,5,4
60,71,61,66,5,4
62,53,61,65,5,4
62,53,60,65,5,4
62,59,57,73,5,4
65,53,60,67,5,4
60,59,57,73,5,4
62,71,61,67,5,4
61,53,60,74,5,4
65,53,61,65,5,4
60,71,60,65,5,4
65,71,60,66,5,4
65,54,61,74,5,4
65,54,60,65,5,4
65,59,57,74,5,4
60,71,57,65,5,4
65,71,57,65,5,4
60,59,57,65,5,4
62,59,57,67,5,4
65,71,60,65,5,4
60,59,60,73,5,4
65,59,57,73,5,4
60,54,61,65,5,4
65,53,57,73,5,4
62,59,61,73,5,4
59,71,61,73,5,4
65,71,57,65,5,4
62,59,57,67,5,4
62,53,57,66,5,4
65,59,61,74,5,4
62,71,61,66,5,4
65,53,57,65,5,4
65,71,60,65,5,4
65,59,60,67,5,4
60,53,60,65,5,4
60,59,57,66,5,4
62,53,60,73,5,4
65,59,61,73,5,4
65,53,61,67,5,4
65,59,61,67,5,4
60,59,57,73,5,4
60,59,57,65,5,4
65,71,57,74,5,4
65,59,61,65,5,4
62,59,61,65,5,4
62,54,60,67,5,4
62,71,60,65,5,4
62,71,61,74,5,4
62,71,60,65,5,4
60,71,57,67,5,4
62,59,61,65,5,4
62,59,61,73,5,4
65,71,60,73,5,4
65,53,60,66,5,4
60,71,57,67,5,4
65,54,61,73,5,4
60,59,60,65,5,4
60,59,57,65,5,4
65,59,61,65,5,4
60,53,57,67,5,4
65,71,61,73,5,4
65,53,57,67,5,4
60,71,60,65,5,4
65,71,61,67,5,4
65,71,57,67,5,4
62,53,61,67,5,4
62,71,60,65,5,4
60,71,60,66,5,4
62,53,60,65,5,4
65,71,60,65,5,4
65,53,60,66,5,4
62,59,57,67,5,4
65,54,57,65,5,4
62,59,61,74,5,4
65,59,61,66,5,4
65,59,60,65,5,4
65,59,60,73,5,4
62,71,57,66,5,4
60,53,60,73,5,4
65,59,57,65,5,4
60,59,60,65,5,4
65,53,60,66,5,4
62,71,57,73,5,4
65,59,60,73,5,4
63,59,60,74,5,4
62,59,57,67,5,4
62,54,57,67,5,4
65,59,60,65,5,4
65,70,60,74,5,4
60,71,57,67,5,4
60,59,61,65,5,4
65,53,57,67,5,4
61,71,57,65,5,4
60,53,57,65,5,4
60,59,60,65,5,4
60,59,60,74,5,4
65,59,61,75,5,4
62,59,57,74,5,4
62,71,60,65,5,4
65,53,61,66,5,4
60,53,57,65,5,4
65,53,60,74,5,4
65,71,61,65,5,4
62,53,57,74,5,4
60,53,61,65,5,4
60,71,60,75,5,4
65,53,61,65,5,4
62,54,61,66,5,4
65,59,57,74,5,4
60,71,60,75,5,4
60,54,57,66,5,4
60,71,57,74,5,4
62,53,57,74,5,4
60,71,61,65,5,4
60,53,60,66,5,4
62,59,61,65,5,4
65,53,57,75,5,4
65,71,57,74,5,4
61,53,60,66,5,4
60,71,61,66,5,4
65,71,61,66,5,4
65,71,57,65,5,4
62,71,57,65,5,4
60,71,57,74,5,4
65,53,60,65,5,4
60,53,61,65,5,4
62,59,61,74,5,4
62,53,61,65,5,4
62,59,60,65,5,4
60,53,61,74,5,4
60,53,57,65,5,4
65,59,61,74,5,4
65,71,60,74,5,4
65,53,57,66,5,4
60,71,57,65,5,4
62,53,57,74,5,4
65,53,57,66,5,4
65,53,61,74,5,4
65,71,61,75,5,4
60,71,60,67,5,4
60,53,60,65,5,4
65,71,60,66,5,4
60,53,60,67,5,4
60,54,60,74,5,4
60,59,61,64,5,4
64,53,57,67,5,4
61,70,60,67,5,4
64,53,61,75,5,4
61,53,60,61,5,4
61,59,60,71,5,4
61,59,60,72,5,4
65,72,59,65,5,4
63,59,57,72,5,4
61,57,61,65,5,4
65,59,57,71,5,4
64,59,61,65,5,4
63,53,61,65,5,4
61,53,62,71,5,4
61,59,60,71,5,4
61,71,57,68,5,4
61,71,60,65,5,4
64,59,62,65,5,4
63,59,60,71,5,4
63,71,60,67,5,4
63,71,57,67,5,4
60,59,60,65,5,4
63,59,61,65,5,4
63,71,57,72,5,4
60,71,60,68,5,4
63,53,62,66,5,4
61,53,57,72,5,4
64,71,61,67,5,4
63,71,60,71,5,4
63,71,61,71,5,4
60,59,57,68,5,4
63,54,61,68,5,4
61,71,61,65,5,4
60,54,60,65,5,4
63,53,57,68,5,4
60,71,60,65,5,4
61,53,57,72,5,4
60,53,60,64,5,4
61,59,60,71,5,4
60,71,60,65,5,4
61,53,57,71,5,4
60,71,61,65,5,4
60,54,61,64,5,4
61,59,60,72,5,4
60,59,60,68,5,4
61,58,63,57,6,4
61,61,63,57,6,4
62,61,62,59,6,4
61,59,63,57,6,4
61,56,63,63,6,4
61,57,63,59,6,4
61,56,63,59,6,4
62,57,63,59,6,4
61,57,61,57,6,4
63,56,63,63,6,4
63,60,63,57,6,4
62,60,63,63,6,4
63,57,63,57,6,4
61,57,61,63,6,4
61,59,62,59,6,4
61,56,61,57,6,4
61,56,62,57,6,4
61,58,63,57,6,4
63,59,63,57,6,4
63,56,62,57,6,4
63,57,63,63,6,4
62,58,62,59,6,4
63,58,63,63,6,4
61,57,61,59,6,4
61,61,62,59,6,4
61,57,63,57,6,4
62,58,63,59,6,4
63,58,63,59,6,4
63,60,63,57,6,4
61,57,63,57,6,4
61,56,63,59,6,4
62,57,63,57,6,4
63,56,63,63,6,4
62,60,63,57,6,4
61,56,62,63,6,4
62,58,63,59,6,4
61,56,63,57,6,4
63,57,63,59,6,4
61,57,62,63,6,4
63,61,62,63,6,4
63,58,63,59,6,4
62,60,62,57,6,4
63,57,62,57,6,4
63,57,63,57,6,4
61,57,63,63,6,4
61,59,61,63,6,4
61,57,62,57,6,4
63,59,63,63,6,4
61,58,63,63,6,4
63,57,63,59,6,4
61,60,62,59,6,4
62,60,62,59,6,4
61,58,62,63,6,4
61,60,63,63,6,4
62,61,63,59,6,4
61,57,62,59,6,4
61,57,62,59,6,4
62,57,63,59,6,4
63,57,63,63,6,4
61,61,63,63,6,4
61,57,63,59,6,4
61,58,63,63,6,4
63,58,63,57,6,4
62,59,63,63,6,4
61,60,62,57,6,4
63,58,63,59,6,4
63,58,63,59,6,4
63,57,63,63,6,4
63,57,63,57,6,4
63,58,63,63,6,4
62,60,63,57,6,4
62,59,63,59,6,4
63,61,62,57,6,4
63,61,63,59,6,4
61,58,62,57,6,4
61,61,62,57,6,4
61,58,63,59,6,4
61,61,63,59,6,4
63,57,63,63,6,4
62,58,62,63,6,4
61,60,62,57,6,4
63,61,62,63,6,4
61,57,63,57,6,4
63,57,63,57,6,4
61,61,62,57,6,4
61,57,63,59,6,4
62,57,63,57,6,4
61,58,63,57,6,4
62,57,62,59,6,4
63,58,63,59,6,4
63,58,62,57,6,4
62,58,62,63,6,4
61,57,63,59,6,4
63,56,63,59,6,4
61,61,63,59,6,4
63,57,62,59,6,4
63,58,63,57,6,4
63,61,63,57,6,4
63,57,63,59,6,4
61,58,62,57,6,4
62,61,63,59,6,4
61,58,63,59,6,4
61,57,63,63,6,4
63,58,63,59,6,4
62,58,63,63,6,4
61,61,63,57,6,4
63,58,62,59,6,4
61,59,63,63,6,4
61,58,62,59,6,4
61,61,62,63,6,4
63,61,63,63,6,4
63,58,62,59,6,4
63,58,63,63,6,4
62,58,63,59,6,4
62,57,62,59,6,4
63,57,62,63,6,4
63,57,63,59,6,4
62,61,62,63,6,4
62,57,62,57,6,4
62,58,63,63,6,4
63,58,63,57,6,4
61,61,62,57,6,4
61,57,62,57,6,4
63,57,63,59,6,4
62,58,62,59,6,4
61,58,63,63,6,4
62,57,61,59,6,4
63,57,62,63,6,4
63,58,63,59,6,4
62,57,62,57,6,4
62,57,62,57,6,4
61,57,63,57,6,4
63,57,63,57,6,4
63,61,63,57,6,4
63,57,63,57,6,4
63,61,62,59,6,4
63,57,63,59,6,4
62,58,63,57,6,4
62,60,63,57,6,4
63,57,62,57,6,4
61,57,63,63,6,4
63,58,63,57,6,4
63,58,63,63,6,4
62,57,62,57,6,4
63,61,62,57,6,4
61,57,61,59,6,4
61,61,63,59,6,4
63,59,62,57,6,4
61,58,61,63,6,4
62,58,62,63,6,4
61,61,62,60,6,4
63,57,63,57,6,4
61,57,63,57,6,4
62,57,63,58,6,4
62,58,63,63,6,4
61,59,62,63,6,4
61,59,63,59,6,4
63,58,61,63,6,4
62,59,63,63,6,4
61,57,63,63,6,4
61,58,61,59,6,4
61,61,63,63,6,4
61,58,63,59,6,4
61,57,61,63,6,4
63,61,63,59,6,4
61,61,63,59,6,4
61,58,62,63,6,4
61,58,63,63,6,4
63,61,63,59,6,4
61,57,63,59,6,4
62,61,61,63,6,4
62,61,61,57,6,4
63,57,63,63,6,4
62,57,63,63,6,4
61,61,63,63,6,4
61,57,63,63,6,4
61,57,63,59,6,4
62,57,62,57,6,4
61,61,61,57,6,4
62,57,63,59,6,4
63,57,62,63,6,4
61,57,61,57,6,4
61,61,63,57,6,4
62,58,63,63,6,4
62,61,63,57,6,4
63,61,63,57,6,4
61,61,62,63,6,4
61,60,63,59,6,4
63,58,61,63,6,4
63,58,61,63,6,4
62,57,62,57,6,4
63,57,63,59,6,4
63,60,63,57,6,4
65,57,57,55,7,4
65,60,54,59,7,4
65,60,57,59,7,4
65,60,53,55,7,4
65,60,57,59,7,4
65,57,54,55,7,4
65,63,57,55,7,4
65,60,57,59,7,4
65,57,54,57,7,4
65,63,57,59,7,4
65,57,65,57,7,4
65,63,65,59,7,4
65,63,65,57,7,4
65,57,65,55,7,4
65,57,57,57,7,4
65,57,57,54,7,4
65,63,65,55,7,4
65,58,65,55,7,4
66,64,57,55,7,4
65,61,57,55,7,4
65,57,65,55,7,4
65,60,57,59,7,4
65,63,57,57,7,4
65,57,53,55,7,4
65,57,57,55,7,4
65,60,57,59,7,4
65,60,57,59,7,4
65,60,57,59,7,4
65,60,57,55,7,4
65,63,65,55,7,4
65,60,65,55,7,4
66,60,64,55,7,4
66,63,53,55,7,4
65,63,65,58,7,4
65,60,65,53,7,4
65,63,65,53,7,4
66,57,53,57,7,4
65,60,53,57,7,4
65,60,53,59,7,4
65,57,65,58,7,4
65,64,65,58,7,4
65,63,53,57,7,4
65,63,65,53,7,4
66,63,65,53,7,4
65,63,53,58,7,4
65,60,57,57,7,4
65,57,57,57,7,4
66,60,65,58,7,4
65,57,53,54,7,4
65,63,57,58,7,4
65,59,53,57,7,4
64,58,53,59,7,4
65,57,57,53,7,4
65,57,65,58,7,4
65,63,53,57,7,4
63,63,57,58,7,4
65,57,65,54,7,4
65,60,57,59,7,4
65,63,53,59,7,4
65,63,65,53,7,4
65,60,54,58,7,4
65,63,53,57,7,4
65,57,53,58,7,4
65,60,65,57,7,4
65,60,57,57,7,4
65,63,65,53,7,4
65,63,57,54,7,4
65,57,53,57,7,4
65,60,65,57,7,4
65,57,57,57,7,4
65,57,57,58,7,4
65,57,53,59,7,4
65,60,57,53,7,4
65,57,65,59,7,4
66,57,57,53,7,4
65,60,65,58,7,4
65,60,65,53,7,4
66,60,53,53,7,4
65,63,53,53,7,4
65,57,65,57,7,4
65,57,65,53,7,4
66,63,65,53,7,4
65,63,54,57,7,4
65,60,65,57,7,4
64,61,54,59,7,4
63,59,65,53,7,4
65,63,57,57,7,4
65,57,57,58,7,4
65,63,53,54,7,4
65,57,65,58,7,4
65,60,57,54,7,4
65,63,53,57,7,4
65,57,53,53,7,4
65,57,54,57,7,4
65,57,53,57,7,4
65,57,57,58,7,4
65,63,57,57,7,4
65,63,57,57,7,4
65,63,57,58,7,4
65,57,53,57,7,4
65,57,57,58,7,4
65,57,57,53,7,4
65,60,53,57,7,4
65,57,57,53,7,4
65,60,53,57,7,4
66,60,65,58,7,4
65,60,65,53,7,4
65,60,53,57,7,4
65,63,65,57,7,4
65,57,53,57,7,4
65,57,53,53,7,4
65,60,65,53,7,4
65,57,65,58,7,4
66,63,57,59,7,4
65,63,57,53,7,4
65,63,57,54,7,4
65,57,53,54,7,4
64,63,57,57,7,4
64,60,53,54,7,4
65,63,53,58,7,4
65,60,57,59,7,4
65,58,57,54,7,4
65,57,53,53,7,4
65,57,65,57,7,4
65,58,54,57,7,4
65,57,57,57,7,4
65,57,57,57,7,4
66,60,57,58,7,4
65,63,65,57,7,4
65,57,65,54,7,4
65,63,53,53,7,4
65,63,53,58,7,4
65,58,57,59,7,4
65,60,65,53,7,4
65,58,57,53,7,4
65,60,65,53,7,4
